time_id,customer_id,store_sales,store_cost,unit_sales,fact_count
685,2896,23.7400,10.0199,10.0000,4
685,7909,33.1500,12.4995,15.0000,5
685,8902,5.8900,2.2212,5.0000,2
685,5537,27.7500,10.7049,17.0000,6
685,8907,7.1100,2.3262,6.0000,2
685,7822,38.3400,13.2297,18.0000,6
685,1451,30.4700,11.2121,22.0000,6
685,4075,59.2800,24.5933,27.0000,10
685,3476,9.0300,3.7041,6.0000,2
685,3288,31.6500,12.1059,14.0000,4
685,7220,23.2600,9.2622,7.0000,2
685,1430,48.9000,20.1654,20.0000,6
685,355,33.8000,14.4422,18.0000,7
685,8374,43.4700,16.0310,20.0000,7
685,3448,39.1600,14.7938,15.0000,5
685,5063,15.4700,5.4784,7.0000,2
685,76,15.9500,6.3753,8.0000,3
685,1610,32.4400,13.2702,12.0000,4
685,6098,29.6400,12.8776,10.0000,3
685,3242,19.4900,7.0480,7.0000,2
685,1533,63.3800,26.5836,32.0000,10
685,6559,34.1100,13.1155,15.0000,4
685,1979,15.0200,6.9216,18.0000,5
685,5163,19.8000,7.6626,12.0000,4
685,4417,29.8200,11.8311,12.0000,4
685,9881,42.0500,17.4376,19.0000,6
685,1798,31.8600,12.3855,13.0000,4
685,753,9.9700,3.4651,5.0000,2
685,571,31.2100,12.9520,16.0000,5
685,7384,31.4600,12.3810,15.0000,4
685,2204,12.1400,3.8028,6.0000,2
685,181,24.8500,8.8907,11.0000,4
685,8068,17.0300,7.6871,11.0000,3
685,4541,60.8100,25.5596,27.0000,9
685,1598,22.2900,8.7627,12.0000,4
685,2507,11.0400,4.4829,8.0000,3
685,7153,36.3700,15.1877,20.0000,6
685,7810,44.4600,18.2449,20.0000,6
685,3533,12.0400,4.9632,11.0000,4
685,5991,28.9700,12.7836,12.0000,4
685,5376,17.0200,6.7260,8.0000,3
727,5686,38.7700,16.7190,16.0000,6
727,8068,16.4400,5.8410,10.0000,4
727,3442,3.5800,1.5342,5.0000,2
727,2368,41.5700,15.8108,23.0000,7
727,7384,19.2400,7.6612,12.0000,3
727,760,32.3200,11.8765,11.0000,4
727,7573,33.9700,14.3832,12.0000,4
727,5744,20.1800,7.4830,10.0000,3
727,8653,46.9500,19.3107,22.0000,7
727,10240,21.9500,8.9336,11.0000,4
727,8647,33.0100,13.8761,14.0000,5
727,2850,35.1300,15.4722,18.0000,5
727,8202,54.2700,23.2390,28.0000,9
727,8742,22.8200,9.3122,10.0000,4
727,2924,15.2300,4.9458,11.0000,3
727,1633,22.6000,10.0240,16.0000,4
727,647,39.6700,15.5682,18.0000,7
727,8731,28.7900,11.7827,14.0000,5
727,6107,1.7100,0.6669,3.0000,1
727,3441,7.7700,2.4864,3.0000,1
727,9951,25.6300,9.5469,11.0000,4
727,1442,31.4200,12.1275,12.0000,4
727,4541,55.1700,23.1228,23.0000,7
727,2878,38.8700,14.2095,21.0000,5
727,2723,9.7600,4.3528,10.0000,3
727,997,33.3700,12.8559,16.0000,5
727,9123,25.8000,9.1386,12.0000,5
727,8374,28.4100,12.1940,11.0000,4
727,9184,12.9200,5.5192,5.0000,2
727,7622,3.7500,1.3500,3.0000,1
727,2689,12.7600,4.3242,5.0000,2
727,6291,28.3800,10.7760,17.0000,5
727,6559,43.1600,16.9460,21.0000,6
727,99,12.6000,4.0920,8.0000,2
727,4693,10.3600,3.9873,10.0000,3
727,2204,44.0500,14.3053,21.0000,6
727,3889,27.6600,8.8554,13.0000,4
709,9184,1.0800,0.3456,2.0000,1
709,9029,13.5200,6.1220,6.0000,2
709,760,7.9300,3.5282,5.0000,2
709,7486,49.2900,20.7607,18.0000,6
709,1005,47.0500,20.6549,20.0000,6
709,4460,49.3500,20.5251,22.0000,7
709,4065,42.9100,17.4912,20.0000,6
709,1442,28.4100,10.9613,12.0000,4
709,4096,32.6500,12.6301,19.0000,7
709,9851,2.5400,0.9652,2.0000,1
709,4105,5.9200,2.9008,2.0000,1
709,3441,19.2300,7.9251,6.0000,2
709,754,21.6000,7.4680,10.0000,3
709,7822,46.9700,18.6482,20.0000,6
709,5063,10.5000,4.2000,3.0000,1
709,647,21.5900,8.5129,15.0000,5
709,997,52.3100,19.8838,31.0000,10
709,5768,25.2600,11.2032,12.0000,4
709,8902,58.2400,25.2352,26.0000,8
709,7001,41.0400,16.5504,12.0000,3
709,7384,41.0500,15.3749,17.0000,4
709,2507,8.0100,2.5632,3.0000,1
709,4903,36.4800,16.8915,15.0000,5
709,5898,2.6100,1.2006,3.0000,1
709,1451,15.4600,6.5958,10.0000,3
709,4606,19.4700,7.5933,6.0000,2
709,8966,35.9400,13.7406,16.0000,5
709,5944,50.8000,18.8436,18.0000,5
709,8960,15.3000,7.0632,7.0000,3
709,1676,29.5800,11.6198,20.0000,7
709,8404,27.1100,11.2717,9.0000,3
709,2723,22.3200,8.4864,8.0000,3
709,1551,20.0800,7.5609,12.0000,4
709,3418,20.6100,8.1069,12.0000,4
709,3693,26.6000,10.3430,15.0000,5
711,6291,60.3900,23.8638,21.0000,7
711,3711,32.0500,13.4095,13.0000,5
711,4075,18.9600,8.1068,9.0000,3
711,2507,7.1800,2.1540,2.0000,1
711,3242,27.1700,10.9809,16.0000,6
711,5158,26.7900,11.6031,11.0000,4
711,4417,43.8800,17.5907,21.0000,7
711,878,12.7800,5.3874,6.0000,2
711,7704,22.2300,8.2302,11.0000,4
711,647,63.8400,27.3272,27.0000,9
711,4165,8.2700,3.3780,5.0000,2
711,4998,35.9700,14.2067,18.0000,6
711,5686,21.8400,7.6542,12.0000,4
711,3533,25.6000,10.5247,10.0000,3
711,8960,75.4200,31.2240,33.0000,11
711,2437,7.6200,3.3552,6.0000,2
711,7153,31.7200,14.0508,18.0000,7
711,1798,8.4300,2.7819,3.0000,1
711,10240,18.7000,7.8104,11.0000,4
711,1282,39.4600,13.6664,18.0000,4
711,4460,17.2700,7.0560,7.0000,2
711,8907,49.1700,18.5191,18.0000,6
711,3418,54.5800,21.8768,22.0000,7
711,99,27.0500,11.3743,14.0000,4
711,9029,10.3300,3.4638,5.0000,2
711,5597,24.1100,9.9659,13.0000,4
711,1533,15.9000,6.7936,11.0000,4
711,4436,42.8100,15.9732,23.0000,7
711,9123,10.5400,4.4452,4.0000,2
711,5991,4.8000,2.2080,2.0000,1
711,6496,63.9900,23.5174,26.0000,7
711,4257,39.7200,15.8107,20.0000,6
711,5944,20.2200,7.2189,13.0000,4
721,7377,40.0800,16.5818,24.0000,7
721,7413,27.0600,10.3950,17.0000,6
721,9642,45.9100,17.0626,22.0000,5
721,2556,20.8800,9.3552,8.0000,3
721,6832,7.3700,2.9626,5.0000,2
721,2298,46.0900,18.7895,22.0000,8
721,2678,12.3400,5.4200,9.0000,4
721,924,51.3700,21.0985,26.0000,7
721,6496,55.8100,23.2605,34.0000,9
721,760,22.8100,9.1117,10.0000,3
721,4527,30.8900,10.5493,14.0000,4
721,2204,22.7100,8.9367,6.0000,2
721,1070,30.8700,13.2054,15.0000,5
721,1442,34.6400,13.7730,20.0000,5
721,3418,41.8100,16.7420,20.0000,6
721,4436,20.1100,7.8941,12.0000,4
721,10033,28.6600,11.6341,19.0000,6
721,878,45.5700,17.2264,18.0000,6
721,1598,6.8700,2.7135,5.0000,2
721,9781,23.7800,10.6986,10.0000,3
721,5063,10.8300,3.9354,5.0000,2
721,905,18.1300,8.2191,7.0000,2
721,9184,45.0600,17.8604,19.0000,6
721,3476,52.4800,22.2570,25.0000,7
721,2723,10.9200,4.6956,3.0000,1
721,5944,18.9000,6.3000,9.0000,3
721,8731,29.9800,11.7735,17.0000,6
721,5537,27.0500,11.7997,14.0000,4
721,7366,28.8200,12.1733,17.0000,5
721,5744,29.7500,12.1975,8.0000,3
721,7056,49.9900,20.1926,21.0000,7
721,2507,13.3500,4.7280,6.0000,2
721,5163,15.5100,5.1735,10.0000,3
721,5686,23.3800,9.1980,11.0000,3
721,9851,46.0800,19.5076,21.0000,8
721,8742,27.5200,11.5799,11.0000,4
721,1533,43.4000,17.3900,16.0000,6
721,6367,30.0800,11.3261,10.0000,4
721,2756,16.8300,5.9607,5.0000,2
721,2368,38.6900,15.7671,20.0000,7
728,118,22.2200,8.5235,13.0000,4
728,647,17.7800,7.5672,10.0000,4
728,5597,50.8200,23.0589,18.0000,6
728,5346,51.3200,18.8817,22.0000,7
728,9102,28.8800,10.3116,12.0000,4
728,1622,4.1100,1.5207,3.0000,1
728,1341,23.1600,9.8277,14.0000,5
728,3787,41.5600,16.6610,17.0000,7
728,8404,10.2900,5.0421,3.0000,1
728,9524,12.1500,5.2767,6.0000,2
728,3816,23.6300,9.7253,15.0000,5
728,878,25.4200,10.5022,10.0000,3
728,4527,17.7900,6.7035,7.0000,2
728,2204,15.9500,6.5135,10.0000,2
728,1634,9.3900,3.5763,6.0000,2
728,1633,53.3100,20.6965,27.0000,6
728,1979,41.2100,15.8211,15.0000,4
728,3593,9.1600,4.1220,4.0000,1
728,1798,7.2000,3.0240,3.0000,1
728,9951,60.0500,22.8149,22.0000,6
728,5376,25.0600,10.2168,11.0000,4
728,8571,5.3400,2.1894,3.0000,1
728,3889,64.7700,26.2746,26.0000,9
728,2690,28.7900,12.6259,14.0000,5
728,10240,23.7100,8.9424,15.0000,6
728,4824,8.4700,3.6624,7.0000,2
728,3693,35.9500,15.6950,17.0000,5
728,2298,42.0300,16.8671,21.0000,6
728,4778,38.2600,16.0229,18.0000,6
728,9851,14.8000,5.6073,8.0000,3
728,7810,65.6700,23.6310,22.0000,6
728,3476,36.5000,13.8615,18.0000,4
728,1430,20.0800,9.1456,7.0000,2
728,7384,52.7600,22.7190,20.0000,5
728,7220,25.6400,9.8990,12.0000,4
728,1282,18.6900,7.5915,8.0000,3
728,3418,22.5000,7.9962,9.0000,3
728,8731,22.0600,7.0603,12.0000,4
728,1124,67.5300,25.9297,26.0000,7
728,9881,8.6200,3.4906,4.0000,2
728,2431,33.2700,13.0434,10.0000,3
728,7743,35.5500,14.0412,22.0000,6
728,8647,25.1500,9.7167,12.0000,4
728,8068,45.6900,18.7546,16.0000,5
372,172,15.1700,5.4542,5.0000,2
372,2195,12.9800,6.0072,5.0000,2
372,6600,25.3100,9.0863,9.0000,3
372,1918,14.8500,6.0120,6.0000,2
372,7478,43.4500,18.7278,19.0000,6
372,7035,28.6800,11.0823,14.0000,4
372,5359,7.2900,2.4747,5.0000,2
372,7363,50.4200,22.8556,17.0000,5
372,3097,47.1500,17.4264,24.0000,7
372,7196,34.8400,14.4944,15.0000,5
372,1138,35.2200,14.1405,18.0000,6
372,4279,32.8800,13.5541,20.0000,6
372,6696,8.4500,2.6458,5.0000,2
372,3503,35.7000,12.7932,13.0000,4
372,709,23.9000,9.8768,16.0000,5
372,9239,8.2800,2.9577,6.0000,2
372,2722,19.0800,7.3692,9.0000,3
377,1738,56.4800,22.6211,22.0000,7
377,10161,11.4600,4.2642,10.0000,3
377,8753,9.2600,3.6406,7.0000,2
377,5297,26.2200,11.5440,9.0000,3
377,598,3.3200,1.0956,2.0000,1
377,7747,42.3500,18.6241,20.0000,5
377,3337,69.6500,27.1192,33.0000,11
377,9603,36.8100,14.9670,18.0000,5
377,5503,3.7200,1.3020,4.0000,1
377,3802,52.9300,21.2258,23.0000,7
377,9903,1.4400,0.5328,2.0000,1
377,3680,42.8400,17.6956,20.0000,5
377,7808,21.4200,10.3830,6.0000,2
377,8593,1.9500,0.7995,3.0000,1
377,5941,15.7500,6.6009,6.0000,2
377,5489,26.6000,10.1563,11.0000,4
383,3127,26.2900,10.9192,11.0000,4
383,2342,11.5200,4.7232,3.0000,1
383,2572,13.7700,5.5170,6.0000,2
383,350,30.9400,11.0495,13.0000,4
383,4161,22.1300,7.4358,13.0000,5
383,1605,1.4800,0.6512,2.0000,1
383,5714,18.6000,6.6114,8.0000,3
383,705,48.9900,20.0748,15.0000,4
383,763,19.4300,8.0863,7.0000,2
383,1953,12.5800,4.5312,9.0000,3
383,4337,62.3600,21.9938,26.0000,7
383,7223,45.6600,17.9967,22.0000,7
383,6442,23.4000,9.2763,11.0000,4
383,5948,61.4900,23.2676,22.0000,6
383,5954,32.3400,13.7070,20.0000,6
383,8505,49.0500,18.7774,22.0000,7
383,6518,32.5800,12.9761,14.0000,5
383,9103,17.2800,6.2385,9.0000,3
383,9903,26.0500,9.3789,14.0000,4
383,7124,5.7900,2.2002,3.0000,1
380,5655,36.6300,14.9889,14.0000,4
380,10120,8.5400,3.5878,6.0000,3
380,6511,43.5300,19.3701,21.0000,6
380,7699,13.2300,5.5989,6.0000,2
380,9710,8.0800,3.4136,6.0000,2
380,6584,40.5600,13.2438,18.0000,4
380,6815,21.1900,8.9935,7.0000,2
380,8937,33.9000,13.5727,19.0000,7
380,4626,20.4200,7.7021,8.0000,3
380,6490,30.0400,10.4905,15.0000,5
380,9403,4.1100,1.9728,3.0000,1
380,8734,37.2200,13.3535,19.0000,6
380,6970,45.9700,19.3102,18.0000,7
380,6665,21.2000,7.3157,10.0000,3
380,1966,26.6900,9.4769,12.0000,4
380,10213,34.2700,14.7332,15.0000,5
380,2326,3.7000,1.7020,2.0000,1
380,7619,40.6900,13.6907,23.0000,7
380,2396,7.8900,3.6225,5.0000,2
380,4474,42.1300,18.7898,22.0000,6
380,3951,4.5300,1.4949,3.0000,1
380,5489,17.5600,7.4296,9.0000,3
367,3449,69.7400,27.5362,27.0000,7
367,7859,18.5600,8.0800,8.0000,2
367,106,77.0100,30.5730,26.0000,6
367,8248,38.7900,14.1721,19.0000,5
367,1906,32.0400,13.7594,18.0000,6
367,5802,15.8400,6.4284,12.0000,4
367,4825,28.5800,12.3804,15.0000,5
367,5262,43.0300,17.5298,20.0000,6
367,2571,6.6800,2.7620,6.0000,2
367,2200,9.9000,3.4362,5.0000,2
367,9068,38.0600,15.0804,16.0000,5
367,7854,10.6500,3.8730,6.0000,2
367,1900,17.3200,7.2240,11.0000,4
367,2533,38.7200,14.9454,20.0000,7
367,3175,24.0500,9.7436,14.0000,5
367,2688,37.4400,15.6556,20.0000,6
367,6788,29.6900,12.0001,15.0000,4
367,5990,13.2300,5.4244,11.0000,3
367,9357,27.2500,11.1271,17.0000,5
367,2438,45.6800,16.9602,18.0000,6
367,6913,17.4500,7.0956,11.0000,4
367,6062,19.7200,7.0972,9.0000,3
414,2452,3.6600,1.4274,2.0000,1
414,289,17.3200,7.1755,8.0000,3
414,4884,9.9200,4.0098,5.0000,2
414,1532,34.8000,12.1704,14.0000,4
414,9313,18.4300,8.6211,11.0000,3
414,9712,24.4400,11.0939,10.0000,3
414,7421,22.3300,7.5972,10.0000,3
414,5079,25.1600,11.1256,11.0000,4
414,2809,12.7500,5.2266,5.0000,2
414,3143,26.4000,11.5980,10.0000,3
414,1237,13.5200,4.8624,5.0000,2
414,4090,10.9500,4.9695,5.0000,2
414,8858,11.8000,4.1276,11.0000,3
414,3170,12.8800,5.9622,4.0000,2
414,7975,47.5300,17.3234,19.0000,5
414,916,27.5300,9.8814,17.0000,5
414,5630,10.1000,3.3760,5.0000,2
414,9081,33.7400,14.5480,17.0000,5
414,2915,28.0800,11.8653,20.0000,7
414,2879,2.8800,0.9504,4.0000,1
402,9814,48.9900,22.3581,24.0000,7
402,1379,59.5000,25.3060,21.0000,7
402,3258,10.1700,4.4856,5.0000,2
402,2020,17.2000,6.1158,14.0000,5
402,8190,34.9700,13.3553,15.0000,4
402,1666,19.6400,7.2796,10.0000,4
402,1918,8.2500,2.8875,3.0000,1
402,5135,36.2800,14.1146,15.0000,5
402,4357,4.5600,2.0520,2.0000,1
402,5960,30.4600,11.1768,12.0000,5
402,9403,23.1400,8.8576,8.0000,3
402,5250,25.5200,9.9254,10.0000,4
402,77,38.1800,16.3253,17.0000,5
402,5553,38.3100,15.0626,15.0000,4
402,1210,32.0400,13.9800,13.0000,4
402,1549,15.4900,6.5783,8.0000,3
402,4222,23.1000,9.4629,13.0000,4
402,717,23.2900,8.3711,12.0000,4
402,5896,31.7200,12.5986,21.0000,6
402,8546,30.3800,11.6252,15.0000,5
404,476,10.7700,3.2496,5.0000,2
404,712,8.1600,3.2022,5.0000,2
404,8984,11.4400,4.7312,9.0000,3
404,5948,11.8400,5.2096,4.0000,1
404,9540,28.1600,11.0368,14.0000,5
404,3702,40.9800,15.0291,22.0000,7
404,9855,38.2800,14.0679,15.0000,5
404,6537,30.9900,11.4993,10.0000,3
404,3744,6.7900,2.5602,5.0000,2
404,2523,27.4100,11.7325,17.0000,4
404,3005,12.2400,5.4216,9.0000,2
404,3233,23.6700,9.5808,11.0000,3
404,5062,28.9300,11.4031,19.0000,6
404,6802,57.1500,23.2587,23.0000,7
404,3169,31.1500,12.8087,15.0000,5
404,1702,15.0600,6.0618,7.0000,3
404,2640,55.7100,22.1516,20.0000,6
404,1576,18.9900,8.1403,15.0000,4
404,350,24.6800,9.1232,7.0000,2
404,7667,32.0400,13.0972,21.0000,7
411,8142,28.2600,10.7462,20.0000,6
411,7538,19.1000,7.4860,6.0000,2
411,3009,30.3500,11.1363,13.0000,5
411,1322,17.9100,6.1068,9.0000,3
411,2289,22.6200,8.3148,10.0000,3
411,106,10.2400,3.9932,7.0000,2
411,6059,11.4600,5.3244,8.0000,2
411,5954,35.4400,13.4244,18.0000,6
411,8478,58.4300,22.3295,23.0000,7
411,8793,12.0900,5.5842,9.0000,3
411,2703,52.1800,20.5762,21.0000,6
411,5231,26.5200,11.5398,9.0000,3
411,4743,22.2300,8.0550,11.0000,4
411,7306,5.6400,2.0516,8.0000,2
411,3279,11.2200,5.4978,3.0000,1
411,8912,30.7200,12.2753,14.0000,5
411,364,5.5600,2.5020,4.0000,1
411,4292,4.0800,1.9992,3.0000,1
411,5233,23.4900,9.5793,15.0000,6
411,6019,36.8600,14.2189,14.0000,5
411,5671,22.2800,8.3770,10.0000,3
411,9855,19.0600,8.1074,8.0000,4
409,6469,21.8500,8.5733,15.0000,6
409,3451,47.6500,18.8736,21.0000,7
409,6376,61.3200,26.3360,32.0000,7
409,3079,41.1800,16.8352,19.0000,6
409,5079,50.0100,20.3893,22.0000,6
409,7379,49.0000,19.3529,22.0000,7
409,1683,12.1100,4.2240,8.0000,3
409,1865,29.6500,12.9825,11.0000,3
409,8810,34.6400,13.1114,12.0000,4
409,7747,38.4600,16.2266,18.0000,5
409,5298,4.5800,1.6946,2.0000,1
409,7324,53.6000,22.6145,20.0000,7
409,4626,39.5300,14.3716,17.0000,6
409,8340,51.6600,19.0959,21.0000,6
409,10056,16.1200,6.3876,7.0000,2
409,927,44.3900,18.6306,23.0000,6
409,8011,35.7500,13.1941,19.0000,6
409,6207,32.0400,12.6120,14.0000,4
409,287,22.9000,8.8080,12.0000,4
409,3585,34.4400,15.4108,15.0000,4
409,5293,40.3000,16.2317,23.0000,7
409,9422,44.4700,17.0010,19.0000,6
409,7899,25.8800,9.8524,13.0000,4
409,106,39.2500,15.5950,14.0000,3
445,4713,38.2000,12.7124,15.0000,4
445,404,14.6800,6.7637,8.0000,3
445,723,17.7200,7.1794,10.0000,3
445,7975,26.8000,8.6482,10.0000,3
445,7583,36.8800,14.6912,17.0000,6
445,5508,36.0300,16.8616,15.0000,4
445,6123,12.9600,4.6200,7.0000,2
445,2515,30.6800,10.2944,10.0000,3
445,3188,42.6400,15.9170,19.0000,6
445,5514,41.1600,18.6538,18.0000,6
445,4534,43.4200,16.5520,20.0000,6
445,6826,37.4600,14.9554,21.0000,6
445,9744,40.9100,16.0203,17.0000,6
445,391,14.8300,5.7600,5.0000,2
445,652,32.3400,13.9699,16.0000,6
445,3750,28.4000,11.3435,12.0000,3
445,4909,8.8800,2.7528,3.0000,1
445,6470,24.5000,9.6567,12.0000,5
445,3790,14.4800,5.6220,8.0000,3
446,8605,26.2200,10.4106,10.0000,3
446,8706,50.4700,18.6761,17.0000,5
446,1133,25.5400,10.7948,13.0000,4
446,937,38.8500,14.2488,17.0000,5
446,5241,11.6000,5.1040,4.0000,1
446,5274,10.1400,4.2588,3.0000,1
446,6749,35.9400,13.6288,22.0000,6
446,6617,55.5800,21.0444,25.0000,9
446,1539,39.4000,15.2266,14.0000,4
446,9227,18.5200,6.8440,8.0000,2
446,8340,20.4000,7.0356,6.0000,2
446,7672,29.0300,12.7885,10.0000,3
446,3052,42.0200,17.9497,20.0000,6
446,6465,8.9000,3.2622,4.0000,2
446,6424,35.6100,15.6515,23.0000,6
446,8335,18.1900,7.5152,10.0000,3
446,2530,33.6800,13.7852,12.0000,3
446,1656,49.3600,19.8168,18.0000,6
446,9067,36.5400,14.7674,19.0000,6
435,6806,15.4500,5.7870,12.0000,4
435,4280,29.4300,11.6655,16.0000,6
435,6702,13.5100,5.1648,5.0000,2
435,9499,40.8600,16.9526,18.0000,5
435,10104,27.6900,10.4022,16.0000,5
435,1990,16.5900,7.2648,9.0000,3
435,9209,30.5000,12.1626,16.0000,5
435,2865,20.1300,8.4564,6.0000,2
435,3532,96.9300,35.9723,39.0000,11
435,2861,53.3800,22.6387,22.0000,6
435,4090,17.1200,6.5772,12.0000,4
435,553,26.5300,10.9934,10.0000,4
435,3345,12.8300,4.5411,5.0000,2
435,3292,10.5200,3.5768,4.0000,1
435,5072,8.2800,2.7540,5.0000,2
435,7306,50.8900,20.4468,23.0000,7
435,1920,7.0100,2.3541,5.0000,2
435,8601,32.8300,14.8581,15.0000,5
439,9067,9.1000,4.4136,5.0000,2
439,6418,36.3300,13.7279,18.0000,5
439,9103,33.7300,14.7650,18.0000,5
439,5668,9.3600,4.5864,3.0000,1
439,1280,43.1800,17.0874,17.0000,6
439,10126,19.9100,7.9474,9.0000,3
439,6481,23.2800,8.8857,15.0000,5
439,4357,16.3600,5.8322,8.0000,3
439,311,37.3200,16.0157,19.0000,6
439,4132,35.2700,12.6856,15.0000,5
439,1750,15.0900,6.8637,11.0000,4
439,9603,11.9700,5.1171,6.0000,2
439,8546,35.1800,12.8970,14.0000,4
439,5735,24.8300,8.4297,13.0000,5
439,5301,27.1800,11.6202,11.0000,3
439,2020,33.0100,12.7552,16.0000,5
439,3297,46.5100,18.9789,21.0000,6
439,5489,4.7000,2.2412,4.0000,2
439,7535,13.9700,5.2485,8.0000,3
439,121,34.2800,13.8019,14.0000,5
439,3087,18.2000,7.3033,13.0000,4
450,4344,3.9300,1.3362,3.0000,1
450,2277,27.2400,11.7705,9.0000,3
450,2647,21.9800,9.0089,8.0000,2
450,3863,31.5500,12.2716,13.0000,4
450,8457,14.9000,7.3010,7.0000,2
450,3291,61.0200,25.3196,25.0000,7
450,77,8.8500,3.7173,6.0000,2
450,3285,7.3200,3.0291,6.0000,2
450,6236,15.7200,4.8864,7.0000,2
450,2963,19.8000,7.3428,10.0000,3
450,2232,25.4100,9.5004,14.0000,6
450,6665,47.8000,18.0750,16.0000,4
450,803,23.5900,9.6828,8.0000,3
450,7625,6.7200,2.5536,4.0000,1
450,3655,47.2800,17.8464,17.0000,6
450,4688,37.2700,13.6865,19.0000,7
450,7851,43.5700,18.6426,26.0000,7
450,3345,38.2800,14.5328,15.0000,4
450,2751,32.9000,13.7570,14.0000,5
450,6897,49.8200,20.5614,18.0000,5
450,4798,37.2900,15.4849,17.0000,6
469,653,10.1200,3.8654,5.0000,2
469,9931,34.0600,13.9606,17.0000,6
469,1427,41.3900,14.8932,16.0000,6
469,4375,35.9500,14.1113,16.0000,5
469,1801,9.9200,3.9116,7.0000,3
469,8406,19.0800,6.6294,8.0000,3
469,10153,21.7700,8.6238,13.0000,5
469,4157,16.6800,5.9544,6.0000,2
469,4368,22.2500,8.8483,10.0000,4
469,9980,3.0800,1.0780,2.0000,1
469,4902,40.2000,16.9356,17.0000,4
469,436,26.3400,12.0531,15.0000,5
469,7081,4.8200,1.6388,2.0000,1
469,7612,17.8100,7.0975,10.0000,4
469,7636,39.0400,15.3216,16.0000,5
469,7907,25.7100,10.5833,12.0000,4
469,9160,17.8500,6.0408,11.0000,4
469,4474,22.3200,10.2462,9.0000,3
469,6465,5.1000,1.7274,5.0000,2
469,336,49.9900,17.1986,18.0000,6
469,3462,49.8000,18.5014,18.0000,6
469,5387,10.4800,4.7454,8.0000,3
469,10120,43.6600,17.7144,21.0000,7
469,5635,18.6600,7.0968,12.0000,4
469,1714,51.2200,19.3110,20.0000,6
469,7404,53.1300,22.2945,17.0000,6
469,10053,44.8700,18.3270,24.0000,7
469,2068,36.3900,14.5020,15.0000,5
469,10259,42.8000,17.3763,19.0000,6
469,9694,24.6500,9.2518,15.0000,5
469,8984,19.9300,7.9070,14.0000,5
469,9864,19.5300,8.1072,9.0000,3
469,4992,62.0500,25.3968,22.0000,7
469,6628,63.3300,25.3011,19.0000,6
472,1865,19.6800,8.4023,14.0000,5
472,3258,24.4500,10.4514,12.0000,4
472,1743,41.5800,16.6270,15.0000,5
472,548,12.6600,4.6038,6.0000,3
472,2523,23.1600,7.7952,9.0000,3
472,3936,32.4500,13.6831,19.0000,5
472,964,38.5400,15.4364,17.0000,5
472,8622,25.1500,9.7684,14.0000,4
472,3285,52.7200,19.2041,18.0000,6
472,9679,43.8300,16.7550,15.0000,5
472,6494,34.8200,13.6050,18.0000,6
472,10161,35.0000,13.7885,18.0000,6
472,5953,20.4500,8.7401,7.0000,2
472,709,45.2800,20.0331,20.0000,7
472,2421,14.8600,6.7462,5.0000,2
472,874,26.8300,9.9557,16.0000,5
472,2381,40.0600,15.2927,18.0000,6
472,6283,41.3000,16.2830,20.0000,7
472,10147,52.2700,20.8132,18.0000,5
472,9033,30.9400,12.7420,10.0000,3
472,1137,33.2300,11.4251,11.0000,3
472,5308,18.9100,7.5803,9.0000,3
472,5935,45.7500,18.0825,18.0000,6
472,125,22.1200,7.7541,12.0000,4
472,6757,10.4200,4.2728,4.0000,2
472,6617,22.0400,10.1180,8.0000,2
472,8129,6.9900,3.0642,5.0000,2
472,5717,5.6200,2.1356,2.0000,1
472,7619,26.6300,9.6543,11.0000,4
472,3298,30.2400,12.4671,19.0000,6
472,6609,7.8800,3.0872,7.0000,2
472,9908,19.4000,8.8428,10.0000,3
472,3233,16.9300,6.1359,13.0000,4
472,4680,28.5900,11.0247,9.0000,3
472,2088,29.0500,12.7751,15.0000,5
472,523,21.6700,9.2162,12.0000,4
470,3005,6.6000,3.1680,4.0000,1
470,8757,47.0400,19.7648,22.0000,7
470,296,33.4800,13.8646,16.0000,4
470,5918,16.4900,6.9292,7.0000,2
470,3817,38.4500,15.7817,17.0000,6
470,6400,45.1400,15.9361,22.0000,7
470,4568,27.5800,10.7104,15.0000,5
470,5107,55.0700,21.5220,21.0000,6
470,7474,11.2800,4.0122,6.0000,2
470,7856,37.7300,15.7748,18.0000,6
470,436,8.0500,3.4830,7.0000,2
470,5811,19.9300,7.3178,9.0000,3
470,2296,26.1300,9.7857,15.0000,5
470,5907,22.5400,8.0310,16.0000,5
470,874,25.9000,11.3082,14.0000,5
470,1900,45.1400,16.9014,15.0000,4
470,1144,38.1300,16.6579,17.0000,6
470,9471,14.2000,5.4230,8.0000,3
470,5183,38.6400,15.0528,15.0000,5
470,1283,30.6000,12.2169,11.0000,4
470,1175,9.4400,3.2376,11.0000,3
470,1868,37.0400,13.2956,20.0000,6
470,5968,14.2600,5.5730,8.0000,3
470,8549,21.5000,7.5080,12.0000,4
470,6584,37.4200,13.9522,13.0000,4
470,8739,24.1600,10.7812,12.0000,3
470,3087,25.1700,9.5751,14.0000,5
470,7411,19.8000,7.9038,12.0000,4
470,7708,26.4200,11.2544,13.0000,4
470,2366,41.1100,17.4346,23.0000,6
470,8684,19.0200,7.1646,8.0000,3
470,44,42.2100,17.6015,22.0000,7
470,3981,27.7500,11.3577,17.0000,6
470,6600,15.2000,6.5360,6.0000,2
470,1512,19.9600,8.3716,16.0000,5
470,4525,39.0500,15.9526,15.0000,5
