gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
M,M,Non-Consumable,Health and Hygiene,Bathroom Products,9,Q3,1997,246.1200,101.2962,117.0000,39,40
M,M,Non-Consumable,Household,Hardware,9,Q3,1997,66.3300,26.1047,32.0000,11,11
M,M,Food,Snacks,Candy,9,Q3,1997,348.0500,144.7783,148.0000,48,50
M,M,Food,Frozen Foods,Breakfast Foods,9,Q3,1997,134.6400,54.6362,92.0000,30,31
M,M,Food,Frozen Foods,Frozen Desserts,9,Q3,1997,246.5700,94.9018,114.0000,35,39
M,M,Food,Dairy,Dairy,9,Q3,1997,526.6800,214.6203,217.0000,61,68
F,S,Non-Consumable,Household,Electrical,9,Q3,1997,387.3100,152.1927,154.0000,46,50
M,M,Food,Produce,Packaged Vegetables,9,Q3,1997,36.8600,14.2168,17.0000,6,6
F,M,Food,Breakfast Foods,Breakfast Foods,9,Q3,1997,177.3200,68.5270,90.0000,28,28
F,M,Non-Consumable,Household,Paper Products,9,Q3,1997,305.3200,122.2032,138.0000,40,42
F,M,Food,Snacks,Candy,9,Q3,1997,413.2900,164.8445,165.0000,50,56
F,M,Non-Consumable,Household,Cleaning Supplies,9,Q3,1997,154.5700,60.4973,66.0000,21,23
F,S,Drink,Beverages,Drinks,9,Q3,1997,109.1700,45.4168,42.0000,15,15
M,M,Drink,Dairy,Dairy,9,Q3,1997,92.9800,37.6192,63.0000,22,22
M,M,Food,Breakfast Foods,Breakfast Foods,9,Q3,1997,85.6500,34.2173,48.0000,14,15
M,M,Food,Baking Goods,Jams and Jellies,9,Q3,1997,445.5400,180.4081,224.0000,64,74
M,M,Food,Eggs,Eggs,9,Q3,1997,168.2800,68.7314,77.0000,24,26
F,S,Drink,Beverages,Drinks,10,Q4,1997,75.9200,30.3830,41.0000,12,13
F,S,Food,Dairy,Dairy,10,Q4,1997,585.6500,238.7214,237.0000,70,80
F,S,Food,Breakfast Foods,Breakfast Foods,10,Q4,1997,149.7200,62.2560,77.0000,24,25
F,S,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,241.8600,98.3324,111.0000,37,41
F,S,Non-Consumable,Household,Paper Products,10,Q4,1997,275.9400,108.1712,117.0000,34,36
F,S,Food,Starchy Foods,Starchy Foods,10,Q4,1997,163.7800,62.6822,74.0000,24,25
M,M,Food,Produce,Packaged Vegetables,10,Q4,1997,68.5200,26.3766,30.0000,8,8
M,M,Food,Deli,Meat,10,Q4,1997,410.2800,169.5282,183.0000,52,57
M,M,Food,Seafood,Seafood,10,Q4,1997,111.6400,45.3106,54.0000,17,17
M,M,Non-Consumable,Health and Hygiene,Hygiene,10,Q4,1997,115.4100,45.7556,74.0000,23,24
M,M,Food,Baking Goods,Jams and Jellies,10,Q4,1997,363.2100,140.5183,188.0000,56,60
M,M,Food,Dairy,Dairy,10,Q4,1997,572.6300,227.2090,254.0000,69,80
M,M,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,284.1100,116.1067,125.0000,42,43
M,M,Food,Snack Foods,Snack Foods,10,Q4,1997,1170.6600,471.8223,520.0000,133,180
M,M,Drink,Alcoholic Beverages,Beer and Wine,10,Q4,1997,363.3600,146.5639,151.0000,49,51
F,S,Food,Snack Foods,Snack Foods,10,Q4,1997,1120.2900,450.4920,522.0000,130,162
F,S,Food,Canned Foods,Canned Soup,10,Q4,1997,242.7100,96.1649,123.0000,39,41
F,S,Non-Consumable,Household,Hardware,10,Q4,1997,90.7300,36.9780,47.0000,15,15
F,S,Drink,Beverages,Hot Beverages,10,Q4,1997,128.1600,52.8934,59.0000,18,18
F,M,Food,Snack Foods,Snack Foods,10,Q4,1997,1050.6300,414.3572,471.0000,124,157
F,M,Food,Dairy,Dairy,10,Q4,1997,557.6400,229.6895,217.0000,56,72
F,M,Food,Breakfast Foods,Breakfast Foods,10,Q4,1997,129.4100,52.1760,64.0000,19,21
F,M,Food,Produce,Fruit,10,Q4,1997,371.6800,145.2160,178.0000,55,60
M,S,Food,Frozen Foods,Frozen Entrees,10,Q4,1997,112.9100,48.3332,51.0000,16,17
M,S,Food,Starchy Foods,Starchy Foods,10,Q4,1997,285.3700,115.1846,139.0000,40,43
M,S,Food,Produce,Fruit,10,Q4,1997,584.9100,233.1237,271.0000,81,88
M,S,Food,Produce,Vegetables,10,Q4,1997,871.0800,348.5163,391.0000,109,130
M,S,Non-Consumable,Household,Bathroom Products,10,Q4,1997,47.3000,20.2596,24.0000,7,8
M,S,Food,Snack Foods,Snack Foods,10,Q4,1997,1316.9500,532.6771,594.0000,143,190
M,S,Drink,Dairy,Dairy,10,Q4,1997,157.2100,60.3369,107.0000,32,33
M,S,Food,Meat,Meat,10,Q4,1997,83.2700,33.0224,36.0000,10,10
M,S,Food,Dairy,Dairy,10,Q4,1997,452.4400,180.4565,190.0000,56,63
M,S,Food,Seafood,Seafood,10,Q4,1997,61.8500,24.7421,36.0000,12,13
M,S,Food,Deli,Meat,10,Q4,1997,347.8900,137.7585,182.0000,53,59
M,S,Food,Frozen Foods,Pizza,10,Q4,1997,130.8200,52.9472,63.0000,20,21
F,M,Food,Baked Goods,Bread,10,Q4,1997,214.4400,84.2197,112.0000,34,35
F,M,Non-Consumable,Household,Kitchen Products,10,Q4,1997,206.4100,83.5011,85.0000,28,28
F,M,Food,Frozen Foods,Vegetables,10,Q4,1997,308.8700,124.3897,132.0000,39,42
F,M,Non-Consumable,Checkout,Hardware,10,Q4,1997,24.7100,9.7827,17.0000,6,6
F,M,Food,Canned Foods,Canned Clams,10,Q4,1997,24.7400,9.0328,14.0000,5,5
M,M,Drink,Dairy,Dairy,10,Q4,1997,174.0600,71.8489,100.0000,29,30
M,M,Food,Frozen Foods,Breakfast Foods,10,Q4,1997,120.2500,47.5161,78.0000,26,28
F,S,Food,Deli,Meat,10,Q4,1997,353.9900,134.1503,161.0000,52,56
F,S,Non-Consumable,Household,Electrical,10,Q4,1997,232.3200,97.2148,96.0000,29,31
F,M,Non-Consumable,Periodicals,Magazines,10,Q4,1997,191.4300,76.9028,88.0000,28,31
F,M,Non-Consumable,Household,Plastic Products,10,Q4,1997,65.8700,25.8604,29.0000,9,9
F,M,Drink,Alcoholic Beverages,Beer and Wine,10,Q4,1997,194.8500,77.9442,104.0000,33,35
M,M,Food,Canned Foods,Canned Oysters,10,Q4,1997,27.6200,11.1606,12.0000,5,5
M,M,Drink,Beverages,Carbonated Beverages,10,Q4,1997,114.7500,46.1730,60.0000,20,20
M,M,Food,Produce,Vegetables,10,Q4,1997,926.2500,373.5498,401.0000,109,129
M,M,Food,Canned Foods,Canned Clams,10,Q4,1997,10.5500,3.4604,5.0000,2,2
F,M,Non-Consumable,Household,Electrical,10,Q4,1997,219.8600,88.9834,94.0000,31,35
F,M,Food,Canned Foods,Canned Soup,10,Q4,1997,286.9700,114.0648,145.0000,44,47
F,S,Food,Baked Goods,Bread,10,Q4,1997,340.7700,133.8177,164.0000,50,53
F,S,Food,Baking Goods,Jams and Jellies,10,Q4,1997,376.9500,153.1498,194.0000,56,58
F,S,Food,Baking Goods,Baking Goods,10,Q4,1997,235.9800,91.7832,130.0000,38,39
F,S,Food,Produce,Fruit,10,Q4,1997,436.4400,174.4038,207.0000,62,68
F,S,Food,Produce,Vegetables,10,Q4,1997,843.8800,342.1340,375.0000,100,127
M,S,Non-Consumable,Household,Hardware,10,Q4,1997,50.7600,20.3669,21.0000,8,8
M,S,Non-Consumable,Household,Kitchen Products,10,Q4,1997,207.2100,81.2769,97.0000,32,33
F,M,Food,Snacks,Candy,10,Q4,1997,267.1400,106.9088,135.0000,43,44
F,M,Food,Canned Foods,Vegetables,10,Q4,1997,159.9000,64.8947,71.0000,22,23
F,M,Drink,Dairy,Dairy,10,Q4,1997,143.1500,53.3358,75.0000,26,26
F,M,Food,Eggs,Eggs,10,Q4,1997,143.9700,60.1727,56.0000,17,19
F,M,Food,Frozen Foods,Pizza,10,Q4,1997,117.2700,47.5236,59.0000,20,20
F,S,Food,Frozen Foods,Vegetables,10,Q4,1997,262.0200,106.0321,119.0000,38,40
F,M,Food,Baking Goods,Jams and Jellies,10,Q4,1997,439.1900,172.2344,240.0000,70,77
F,M,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,208.6800,87.8786,90.0000,27,27
M,M,Drink,Beverages,Pure Juice Beverages,10,Q4,1997,82.2900,31.1407,43.0000,14,14
M,M,Non-Consumable,Health and Hygiene,Pain Relievers,10,Q4,1997,215.4800,80.3681,78.0000,28,29
M,M,Non-Consumable,Household,Electrical,10,Q4,1997,380.0300,150.5828,152.0000,45,52
M,S,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,372.1300,149.4856,174.0000,49,54
M,S,Non-Consumable,Household,Electrical,10,Q4,1997,301.4800,121.3847,134.0000,41,47
M,S,Food,Canned Foods,Canned Soup,10,Q4,1997,343.0400,135.2515,165.0000,50,55
M,S,Food,Baking Goods,Baking Goods,10,Q4,1997,317.8600,125.6338,180.0000,53,58
F,M,Food,Starchy Foods,Starchy Foods,10,Q4,1997,253.8800,98.7944,104.0000,34,35
F,M,Non-Consumable,Household,Paper Products,10,Q4,1997,289.0200,113.6822,115.0000,35,38
F,M,Food,Produce,Specialty,10,Q4,1997,203.6300,78.0827,91.0000,27,28
F,M,Food,Canned Foods,Canned Shrimp,10,Q4,1997,22.5300,9.3675,9.0000,4,4
F,M,Food,Canned Products,Fruit,10,Q4,1997,88.1900,36.2415,45.0000,15,15
M,M,Food,Canned Foods,Vegetables,10,Q4,1997,245.0800,97.6137,115.0000,30,32
M,M,Non-Consumable,Household,Paper Products,10,Q4,1997,208.8600,81.2078,94.0000,29,31
F,M,Food,Snack Foods,Snack Foods,11,Q4,1997,1270.3000,506.1550,580.0000,150,198
F,M,Non-Consumable,Household,Bathroom Products,11,Q4,1997,15.3100,5.8409,13.0000,5,5
F,M,Food,Deli,Meat,11,Q4,1997,618.9400,248.0592,282.0000,80,95
M,S,Food,Baking Goods,Jams and Jellies,11,Q4,1997,663.2400,263.3978,331.0000,84,106
M,M,Non-Consumable,Health and Hygiene,Decongestants,11,Q4,1997,115.5100,46.1166,62.0000,20,20
M,M,Drink,Alcoholic Beverages,Beer and Wine,11,Q4,1997,337.2300,139.4069,148.0000,44,49
M,M,Food,Starchy Foods,Starchy Foods,11,Q4,1997,248.3500,104.5232,105.0000,32,34
M,M,Food,Baked Goods,Bread,11,Q4,1997,402.0400,155.9279,196.0000,55,62
M,M,Food,Snack Foods,Snack Foods,11,Q4,1997,1609.3800,646.3570,745.0000,179,245
M,S,Non-Consumable,Health and Hygiene,Hygiene,11,Q4,1997,123.8800,50.8068,87.0000,33,33
M,S,Food,Produce,Vegetables,11,Q4,1997,1084.4400,427.4489,530.0000,136,179
M,S,Food,Frozen Foods,Frozen Entrees,11,Q4,1997,136.3200,55.6993,57.0000,18,18
M,S,Food,Snack Foods,Snack Foods,11,Q4,1997,1648.8400,662.9118,727.0000,180,243
M,S,Food,Canned Foods,Canned Soup,11,Q4,1997,351.5400,140.3995,192.0000,58,62
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,11,Q4,1997,133.5700,52.4569,62.0000,22,23
F,M,Drink,Beverages,Carbonated Beverages,11,Q4,1997,163.1200,62.4917,84.0000,27,28
F,S,Non-Consumable,Household,Kitchen Products,11,Q4,1997,305.0000,124.1299,116.0000,33,36
M,S,Food,Produce,Fruit,11,Q4,1997,523.9000,206.0155,253.0000,71,79
M,S,Non-Consumable,Periodicals,Magazines,11,Q4,1997,210.3300,82.4684,112.0000,34,36
M,S,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,223.9400,92.2581,107.0000,37,38
M,S,Food,Eggs,Eggs,11,Q4,1997,244.2600,98.4724,103.0000,35,35
M,S,Food,Baked Goods,Bread,11,Q4,1997,594.7100,232.8761,276.0000,82,90
M,S,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,347.4900,136.2254,182.0000,53,60
M,S,Food,Frozen Foods,Meat,11,Q4,1997,102.1200,41.7912,42.0000,17,17
M,S,Drink,Dairy,Dairy,11,Q4,1997,156.4200,61.9336,89.0000,31,31
M,S,Non-Consumable,Health and Hygiene,Pain Relievers,11,Q4,1997,182.5400,70.6955,73.0000,23,25
M,M,Food,Produce,Packaged Vegetables,11,Q4,1997,20.6000,8.1044,10.0000,5,5
M,M,Food,Deli,Meat,11,Q4,1997,629.5900,251.0596,286.0000,83,93
M,M,Non-Consumable,Health and Hygiene,Cold Remedies,11,Q4,1997,82.0800,33.2340,42.0000,12,14
M,M,Food,Dairy,Dairy,11,Q4,1997,648.0900,259.1341,299.0000,80,94
M,M,Food,Eggs,Eggs,11,Q4,1997,283.9500,112.8992,115.0000,36,37
M,M,Food,Deli,Side Dishes,11,Q4,1997,136.3800,54.0924,70.0000,21,22
M,M,Drink,Beverages,Carbonated Beverages,11,Q4,1997,167.4900,68.1207,84.0000,25,25
M,S,Food,Canned Foods,Canned Sardines,11,Q4,1997,39.5700,15.6505,24.0000,8,8
M,S,Drink,Beverages,Drinks,11,Q4,1997,125.0800,50.5748,58.0000,17,18
M,S,Food,Frozen Foods,Frozen Desserts,11,Q4,1997,344.2400,138.1128,160.0000,50,55
M,S,Non-Consumable,Household,Electrical,11,Q4,1997,391.4400,154.7925,158.0000,47,54
M,S,Non-Consumable,Household,Kitchen Products,11,Q4,1997,194.5200,79.2670,87.0000,30,30
M,S,Non-Consumable,Household,Cleaning Supplies,11,Q4,1997,177.6800,72.0119,88.0000,27,28
F,M,Drink,Alcoholic Beverages,Beer and Wine,11,Q4,1997,402.1600,159.8112,180.0000,48,60
F,M,Food,Canned Foods,Vegetables,11,Q4,1997,329.8000,135.1510,149.0000,44,47
F,S,Food,Produce,Fruit,11,Q4,1997,561.6900,224.2514,268.0000,80,89
F,S,Food,Baked Goods,Bread,11,Q4,1997,362.1000,146.2925,168.0000,54,57
F,S,Food,Produce,Vegetables,11,Q4,1997,1094.0900,442.1732,507.0000,126,168
F,S,Food,Deli,Meat,11,Q4,1997,570.9400,225.1336,245.0000,77,82
F,S,Food,Canned Foods,Canned Anchovies,11,Q4,1997,37.3500,15.9198,14.0000,6,6
M,S,Drink,Beverages,Hot Beverages,11,Q4,1997,329.5000,134.3414,155.0000,47,48
M,S,Food,Deli,Meat,11,Q4,1997,496.3400,201.2559,220.0000,59,73
F,S,Food,Canned Foods,Canned Soup,11,Q4,1997,446.8800,183.0669,226.0000,65,69
M,S,Food,Produce,Specialty,11,Q4,1997,220.4900,88.4019,95.0000,33,33
M,S,Food,Frozen Foods,Vegetables,11,Q4,1997,315.8900,123.8638,175.0000,50,57
M,S,Food,Canned Foods,Canned Clams,11,Q4,1997,35.7500,14.5787,17.0000,6,6
M,S,Non-Consumable,Household,Paper Products,11,Q4,1997,352.2800,138.9922,156.0000,48,51
M,S,Food,Meat,Meat,11,Q4,1997,92.8000,37.8880,45.0000,14,15
M,S,Food,Starchy Foods,Starchy Foods,11,Q4,1997,191.6600,72.9597,86.0000,28,28
M,S,Food,Dairy,Dairy,11,Q4,1997,728.8500,295.8858,314.0000,89,103
M,M,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,100.4100,41.5014,49.0000,16,17
M,M,Food,Baking Goods,Baking Goods,11,Q4,1997,294.3200,117.9491,167.0000,49,56
F,S,Non-Consumable,Household,Paper Products,11,Q4,1997,312.0100,117.6994,134.0000,43,45
F,S,Non-Consumable,Health and Hygiene,Cold Remedies,11,Q4,1997,102.7400,44.9136,53.0000,17,17
F,S,Food,Baking Goods,Jams and Jellies,11,Q4,1997,556.7200,227.8896,295.0000,86,96
F,S,Food,Baking Goods,Baking Goods,11,Q4,1997,281.5900,108.4190,154.0000,48,53
F,S,Food,Deli,Side Dishes,11,Q4,1997,138.0600,55.2062,82.0000,26,28
F,S,Non-Consumable,Household,Electrical,11,Q4,1997,362.9800,142.6178,160.0000,50,54
F,S,Food,Starchy Foods,Starchy Foods,11,Q4,1997,263.0800,102.4714,123.0000,42,43
M,S,Non-Consumable,Household,Plastic Products,11,Q4,1997,177.1000,70.5079,68.0000,26,26
M,S,Non-Consumable,Health and Hygiene,Bathroom Products,11,Q4,1997,336.9700,134.4311,161.0000,46,51
F,M,Food,Canned Foods,Canned Shrimp,11,Q4,1997,37.6400,14.6083,13.0000,5,5
F,M,Food,Baking Goods,Baking Goods,11,Q4,1997,292.6400,118.5793,169.0000,50,55
F,M,Non-Consumable,Household,Electrical,11,Q4,1997,339.0800,135.8485,135.0000,44,45
F,M,Food,Baking Goods,Jams and Jellies,11,Q4,1997,522.0700,198.9415,294.0000,80,90
F,S,Food,Snack Foods,Snack Foods,11,Q4,1997,1479.4400,589.0204,678.0000,158,216
F,S,Food,Canned Foods,Vegetables,11,Q4,1997,303.8400,128.2281,119.0000,31,35
F,S,Non-Consumable,Health and Hygiene,Decongestants,11,Q4,1997,82.9700,32.9501,51.0000,18,18
F,S,Non-Consumable,Health and Hygiene,Hygiene,11,Q4,1997,155.1100,64.2228,100.0000,32,32
F,M,Food,Frozen Foods,Frozen Desserts,11,Q4,1997,257.2700,100.7943,124.0000,38,43
M,M,Food,Canned Foods,Canned Soup,11,Q4,1997,452.4100,187.4513,221.0000,60,70
M,M,Food,Baking Goods,Jams and Jellies,11,Q4,1997,468.0300,188.2031,259.0000,73,82
M,M,Non-Consumable,Periodicals,Magazines,11,Q4,1997,202.8400,78.8004,96.0000,28,30
F,S,Food,Produce,Specialty,11,Q4,1997,228.5300,89.9804,103.0000,31,33
F,S,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,165.6500,66.1171,95.0000,31,33
F,S,Food,Breakfast Foods,Breakfast Foods,11,Q4,1997,146.0000,56.1143,74.0000,23,24
M,S,Food,Breakfast Foods,Breakfast Foods,11,Q4,1997,225.3200,87.5079,97.0000,29,30
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,11,Q4,1997,224.2100,93.1492,123.0000,35,42
F,M,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,218.2400,83.2692,100.0000,32,34
M,M,Non-Consumable,Checkout,Hardware,11,Q4,1997,44.9100,19.1928,22.0000,8,8
M,M,Food,Frozen Foods,Vegetables,11,Q4,1997,299.8500,120.3787,151.0000,46,50
M,M,Drink,Dairy,Dairy,11,Q4,1997,161.7700,63.5231,102.0000,31,32
M,M,Non-Consumable,Household,Paper Products,11,Q4,1997,282.4100,119.1997,128.0000,43,44
F,M,Food,Dairy,Dairy,11,Q4,1997,801.3800,322.5962,321.0000,84,100
F,M,Food,Produce,Vegetables,11,Q4,1997,1040.0500,403.7308,496.0000,116,156
M,S,Food,Canned Products,Fruit,11,Q4,1997,128.8900,51.1278,68.0000,21,21
M,S,Food,Snacks,Candy,11,Q4,1997,455.9600,178.5225,215.0000,62,69
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,11,Q4,1997,68.9200,26.4892,42.0000,13,13
F,M,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,212.2700,81.9694,99.0000,30,31
F,M,Food,Starchy Foods,Starchy Foods,11,Q4,1997,305.9600,122.6106,126.0000,38,42
F,M,Drink,Beverages,Hot Beverages,11,Q4,1997,229.1700,91.5703,96.0000,31,33
F,M,Food,Canned Foods,Canned Soup,11,Q4,1997,342.6300,140.8126,166.0000,51,56
F,M,Food,Produce,Specialty,11,Q4,1997,185.3000,73.4013,91.0000,27,29
F,S,Food,Snacks,Candy,11,Q4,1997,329.4400,135.2455,143.0000,45,46
F,S,Food,Canned Foods,Canned Tuna,11,Q4,1997,82.9900,33.1273,48.0000,16,16
F,S,Food,Snack Foods,Snack Foods,12,Q4,1997,1777.8700,711.4757,821.0000,194,268
F,S,Food,Produce,Vegetables,12,Q4,1997,1177.4300,467.7506,553.0000,139,180
F,S,Food,Baking Goods,Baking Goods,12,Q4,1997,394.6900,159.8175,221.0000,64,71
F,S,Non-Consumable,Household,Plastic Products,12,Q4,1997,132.2100,50.4048,56.0000,16,17
F,S,Food,Produce,Fruit,12,Q4,1997,842.8200,331.0205,354.0000,100,111
M,M,Food,Frozen Foods,Pizza,12,Q4,1997,164.4700,63.4316,80.0000,26,27
M,M,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,230.3000,93.1409,122.0000,37,39
M,M,Food,Dairy,Dairy,12,Q4,1997,860.2700,348.3612,347.0000,101,111
M,M,Food,Produce,Vegetables,12,Q4,1997,1050.4700,429.5323,480.0000,122,156
M,M,Food,Deli,Meat,12,Q4,1997,580.3900,222.9536,248.0000,65,78
M,M,Food,Baking Goods,Baking Goods,12,Q4,1997,406.0800,162.0711,216.0000,61,70
M,M,Food,Frozen Foods,Breakfast Foods,12,Q4,1997,181.2900,69.9445,107.0000,31,35
F,M,Food,Produce,Fruit,12,Q4,1997,537.1200,213.4269,258.0000,81,88
F,M,Food,Baking Goods,Jams and Jellies,12,Q4,1997,515.3500,208.8085,248.0000,74,82
F,M,Food,Deli,Meat,12,Q4,1997,490.5700,193.4150,243.0000,74,77
F,M,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,378.0000,151.9367,170.0000,48,55
F,M,Food,Frozen Foods,Breakfast Foods,12,Q4,1997,187.4700,78.9525,117.0000,35,38
F,M,Food,Frozen Foods,Frozen Entrees,12,Q4,1997,145.0400,57.5035,69.0000,22,24
F,M,Drink,Dairy,Dairy,12,Q4,1997,165.4900,68.4937,98.0000,32,32
F,M,Food,Canned Foods,Canned Soup,12,Q4,1997,319.6100,128.6822,160.0000,50,55
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,12,Q4,1997,287.7400,114.3036,137.0000,43,46
M,M,Non-Consumable,Health and Hygiene,Pain Relievers,12,Q4,1997,229.7300,94.5683,87.0000,26,27
M,M,Food,Frozen Foods,Frozen Entrees,12,Q4,1997,134.7900,51.2602,63.0000,20,20
F,M,Food,Produce,Specialty,12,Q4,1997,236.0900,93.3808,111.0000,36,37
M,M,Food,Canned Foods,Canned Clams,12,Q4,1997,29.1800,11.0422,14.0000,5,5
M,M,Food,Snack Foods,Snack Foods,12,Q4,1997,1874.7200,741.9414,845.0000,185,273
F,S,Food,Snacks,Candy,12,Q4,1997,293.6400,115.6602,127.0000,43,45
F,S,Food,Canned Foods,Vegetables,12,Q4,1997,280.8000,111.3917,128.0000,40,42
F,S,Food,Frozen Foods,Pizza,12,Q4,1997,163.7800,62.9569,94.0000,32,32
F,S,Food,Seafood,Seafood,12,Q4,1997,167.7300,67.7800,72.0000,23,23
F,S,Non-Consumable,Household,Paper Products,12,Q4,1997,470.2200,187.4968,208.0000,63,68
M,M,Non-Consumable,Household,Plastic Products,12,Q4,1997,212.4900,90.1389,81.0000,27,27
M,M,Drink,Beverages,Drinks,12,Q4,1997,188.7600,75.0704,77.0000,24,26
M,M,Non-Consumable,Household,Electrical,12,Q4,1997,408.7500,157.8017,182.0000,60,65
M,M,Food,Baking Goods,Jams and Jellies,12,Q4,1997,772.6400,303.2390,389.0000,103,126
M,M,Non-Consumable,Health and Hygiene,Cold Remedies,12,Q4,1997,96.8600,37.1254,51.0000,16,17
F,S,Food,Eggs,Eggs,12,Q4,1997,231.1400,90.2969,106.0000,31,32
F,S,Food,Frozen Foods,Vegetables,12,Q4,1997,441.5700,179.7218,207.0000,58,64
F,S,Non-Consumable,Household,Electrical,12,Q4,1997,507.3400,200.2545,208.0000,61,69
M,M,Drink,Beverages,Hot Beverages,12,Q4,1997,183.9000,73.9681,84.0000,27,27
M,M,Food,Frozen Foods,Meat,12,Q4,1997,149.5800,60.0403,68.0000,22,22
M,M,Food,Starchy Foods,Starchy Foods,12,Q4,1997,257.5300,107.4342,119.0000,37,38
M,M,Food,Produce,Specialty,12,Q4,1997,273.7500,110.4189,128.0000,37,41
M,M,Food,Baked Goods,Bread,12,Q4,1997,467.4000,182.1542,216.0000,60,70
F,M,Food,Canned Foods,Vegetables,12,Q4,1997,283.6000,109.5876,143.0000,43,44
F,M,Food,Frozen Foods,Pizza,12,Q4,1997,164.4500,67.0487,90.0000,29,29
F,M,Drink,Beverages,Drinks,12,Q4,1997,151.7800,60.5213,67.0000,22,23
F,S,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,402.2900,169.1738,186.0000,58,64
F,S,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,358.0900,144.6108,155.0000,48,50
F,M,Food,Snack Foods,Snack Foods,12,Q4,1997,1446.7000,579.0664,684.0000,168,229
F,M,Food,Frozen Foods,Meat,12,Q4,1997,103.9100,41.1756,43.0000,14,14
F,M,Non-Consumable,Household,Paper Products,12,Q4,1997,489.2300,188.8564,202.0000,60,67
F,M,Food,Canned Products,Fruit,12,Q4,1997,109.3200,44.8150,61.0000,19,20
F,M,Non-Consumable,Periodicals,Magazines,12,Q4,1997,209.1300,83.3881,100.0000,33,33
F,M,Food,Produce,Vegetables,12,Q4,1997,906.3600,361.2066,409.0000,110,136
M,S,Food,Baking Goods,Baking Goods,12,Q4,1997,453.8200,173.3604,236.0000,68,74
M,S,Food,Dairy,Dairy,12,Q4,1997,815.2600,320.5332,338.0000,97,112
M,S,Drink,Dairy,Dairy,12,Q4,1997,133.3300,54.3562,99.0000,31,32
M,S,Drink,Beverages,Hot Beverages,12,Q4,1997,234.6500,90.1767,107.0000,32,37
M,S,Food,Frozen Foods,Meat,12,Q4,1997,166.5200,70.5908,61.0000,21,21
M,S,Food,Seafood,Seafood,12,Q4,1997,78.3900,31.7341,36.0000,13,13
M,S,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,296.4900,119.2577,139.0000,46,46
F,M,Food,Snacks,Candy,12,Q4,1997,319.0700,131.3224,155.0000,50,54
F,M,Non-Consumable,Household,Cleaning Supplies,12,Q4,1997,110.7500,45.4275,68.0000,22,23
F,S,Food,Deli,Meat,12,Q4,1997,534.4900,217.4615,229.0000,72,77
M,M,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,344.4700,129.3754,171.0000,49,53
M,M,Food,Canned Foods,Canned Soup,12,Q4,1997,329.5600,134.7104,176.0000,50,55
F,S,Food,Frozen Foods,Meat,12,Q4,1997,172.4300,67.4703,70.0000,22,23
F,S,Non-Consumable,Health and Hygiene,Pain Relievers,12,Q4,1997,177.0300,72.3998,74.0000,26,26
M,S,Food,Snacks,Candy,12,Q4,1997,467.6900,189.1979,199.0000,63,70
M,S,Drink,Beverages,Pure Juice Beverages,12,Q4,1997,142.3400,55.9826,67.0000,23,23
M,S,Non-Consumable,Periodicals,Magazines,12,Q4,1997,225.0200,90.4267,106.0000,31,31
M,S,Food,Deli,Meat,12,Q4,1997,426.5200,172.2941,209.0000,62,67
M,S,Food,Snack Foods,Snack Foods,12,Q4,1997,1776.2400,707.4352,818.0000,198,267
M,S,Food,Frozen Foods,Vegetables,12,Q4,1997,359.5400,138.8575,157.0000,50,51
M,S,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,316.7200,129.0388,154.0000,47,52
M,M,Non-Consumable,Health and Hygiene,Bathroom Products,12,Q4,1997,322.9800,129.3363,163.0000,49,53
M,M,Food,Breakfast Foods,Breakfast Foods,12,Q4,1997,141.1500,55.7185,72.0000,22,24
F,S,Food,Meat,Meat,12,Q4,1997,100.1300,39.9916,44.0000,13,13
F,S,Drink,Beverages,Pure Juice Beverages,12,Q4,1997,160.7200,63.9919,93.0000,28,28
F,S,Food,Starchy Foods,Starchy Foods,12,Q4,1997,310.5200,127.6368,132.0000,41,41
F,M,Food,Deli,Side Dishes,12,Q4,1997,142.9900,56.9915,76.0000,22,24
F,M,Food,Dairy,Dairy,12,Q4,1997,785.2100,317.3532,359.0000,98,113
F,M,Non-Consumable,Household,Electrical,12,Q4,1997,336.2200,133.2702,153.0000,48,48
